pmid,ref_list
1093137,"['1089631', '4929867', '4597451', '4587613', '5327904', '4587255', '4591943', '4604763', '4928015', '4597453', '4603161', '4935321']"
2025221,"['209453', '187173', '6615426', '6956912', '6615425', '7236202', '11783', '6615424', '7236203', '2120042', '3896234', '999652']"
4934520,"['4307717', '5238663', '13398435', '16562075', '4225884', '4099097']"
2035527,"['2564734', '3362861']"
4929855,"['4884826', '4919748', '4914069']"
3036064,"['597231', '2996486', '949336', '204299', '220959', '1016244', '6779811', '186036', '186037', '230821']"
5080705,"['5054252', '5009975']"
3026359,"['3487314', '6611405', '942401', '6247487', '16742812', '238034', '564692', '241998', '6418245', '6572915', '191471', '6087800', '3931630']"
4805001,"['5269244', '5527240', '5288762']"
4892368,"['13697429', '4889268', '14340090', '4307717', '13514006']"
1097396,"['4360543', '4553837', '5237898', '4598005', '4587255', '14173001', '1092653', '1090571', '4359647', '1089638', '4591961', '1089634', '4574693']"
5941664,"['14247718', '14058267', '13398971']"
219849,"['597231', '1016244', '186037', '949336', '204299']"
7049214,"['4447125', '6933459', '4278108', '187622', '4689513', '4426911', '7354135', '6933476', '426037', '4366245', '4558009', '4255415', '71738']"
4927595,"['5413326', '5766943', '14795439', '5762048', '4864670', '14247718']"
4199105,"['5337773', '4874307', '4926684', '4898993', '4991424', '5547997', '4887520', '4552226', '4574693', '4887519']"
7059468,['7459241']
13754097,"['19870621', '13367334', '13641562', '13463248', '13575668', '13824817', '13598814']"
14206424,['14069795']
3512757,"['649658', '7096442', '457750', '6893451', '6209287', '7142292', '6977612', '167099', '315990', '7241050', '914894', '305462', '117075', '627836', '618900', '2993471']"
2993471,"['418074', '6977612', '1141379', '273062', '299880', '1254641', '7153246', '7096442', '92524', '6411852', '567240', '6309861', '830791', '6257726', '58959']"
10605441,"['1258974', '181401', '5338806', '1266944', '4290983', '5449131', '6035644']"
3994671,"['191471', '7378065', '6267261', '1068456', '813634', '17386', '174544', '7441553', '6626166', '6943544']"
1127385,"['14068394', '13930142', '4987909', '14020969', '5766943', '13222283', '14795439', '4960935', '1092789', '1113067']"
4899853,"['4168100', '4872344', '5938816', '4163363', '4965466']"
117075,"['1202020', '300781', '914894', '103883', '511941', '273062', '162790', '201645', '233910']"
410019,"['125265', '4930242', '13939962', '5337773', '4928006', '4199105', '4884826', '4528605', '4940379', '4929867', '4616941', '791929', '4583237', '4214778', '4928015', '4397929', '4565418', '299457']"
3566713,"['4900611', '14222810', '4566524', '3497265', '5058962', '238034', '16742811', '25652', '6797411', '221532', '1068456']"
19870979,"['19869449', '19869450', '19870707', '19870148', '19870257']"
4928006,"['4902384', '5322723', '4167587', '4874304', '4867745']"
3877935,"['315561', '5054252', '6089177', '7076844', '6943570', '6087354', '4255415', '6954514', '6223940', '4372293', '6572380', '6197984', '6310559', '6191326', '2412224', '6237366']"
13631207,"['13438910', '13192314']"
299747,"['5086899', '5009975', '169293', '4530317', '1124800']"
6956912,"['6165999', '7283980', '6270369', '266726', '6274318']"
770449,"['4869214', '1054851', '4576403', '4550818', '125745', '1092658', '4599123', '4860908', '1090571', '1097392', '4869215', '4528605']"
14245436,"['14164478', '13814573']"
8039,"['1220686', '1156392']"
5765859,"['13621405', '6033576', '13621406']"
191640,"['171281', '1059102', '4944625', '186639', '186640']"
3010323,"['6797402', '3838468', '15938047', '3863100', '803566', '6108560', '6165999', '6441888', '6956912']"
938474,['1255846']
8460634,"['2035527', '3655620', '3362861']"
3311265,"['5269244', '4715955', '6580622', '6191326', '6208557', '4340975', '7030313', '6310559', '2996675', '4255415', '1124800', '6035644', '6790574', '10605441', '6187012', '4689513', '3085757']"
6651996,"['566107', '6800388']"
1318033,"['6093775', '1653320', '322137', '3827851', '2451500', '3487314', '2825654', '2138778', '3291862', '6332622', '3486656', '2825180', '2310372']"
4340975,"['5697984', '5774266']"
3497265,"['191471', '6349622', '659615', '4267065', '13913207', '5801425', '1079536', '2873240', '13621405', '7182478', '24736', '7310735']"
169293,"['4824289', '166094']"
3964502,"['6234908', '6800388', '154912']"
19870380,"['19869085', '19869084', '19869937']"
4178111,"['14058267', '6033529', '4169964', '4169437', '4168369']"
6291060,"['170607', '6289804', '978798', '6278417', '6180296', '1255846', '6175960']"
13398576,['13011275']
1150746,"['16658380', '4329562']"
318651,"['4604639', '1090584', '1089634', '816785', '1089631', '4879237', '1097416', '1092658', '1089638', '174079', '1100605', '1090576', '4601583', '4604597', '4914069', '1097424', '4604640']"
174079,"['1089634', '4616943', '4336693', '5547996', '4942914', '1090584', '1097424', '4336696', '4590473', '4372397', '1100605', '4601583', '4528605', '4555405', '4604640', '4565418', '1089638']"
4170712,"['14342506', '6048801', '14340088', '13357506']"
202950,"['938474', '978798', '4332253', '170607']"
4198109,"['14238928', '4630981', '4992992', '4964566', '5662582', '5545124', '4623164', '4181538']"
1113066,"['5771189', '4372293', '4360946', '162790']"
6237366,"['164667', '299747', '1098043', '17620', '6987662', '6223940', '10605441', '6826726', '6966402', '629753', '6089177', '6787602', '38260', '6191326', '6572380']"
19870465,"['19870226', '19868761', '19869519']"
4869214,"['13952722', '4860908']"
19871491,"['19870386', '19870432', '19870729', '19870855', '19869404']"
7693919,"['314510', '4391041', '4347251', '2558168', '2905906', '2451500', '2448800', '238034', '2451020', '5806399', '2900892', '1904293', '2558167', '1726797', '2457089', '2900332']"
4333358,"['5016949', '5844381', '13621405', '14485725']"
5288365,"['4929867', '5327904', '5271748', '4867745', '4869214']"
14208357,['13621406']
5501008,['5503873']
4758786,"['4715955', '5131013', '4689513']"
4895537,"['14273645', '5322723', '4879237']"
4530317,"['5054252', '5009975', '6035644']"
14276126,['14273645']
13698150,['13398974']
13117816,['14907625']
4884826,"['4860908', '5337773', '5327904']"
4715955,['5049426']
762025,"['1092658', '1103150', '4352176', '4196248', '4342813', '1107317', '16592373', '4590480', '331321', '361694', '1101266', '4580569', '821935', '1091631', '361693', '4598005', '1092652', '1059152']"
268636,"['51031', '4530317', '6068183', '4814897', '5049426']"
5547996,"['4896350', '4887519', '4887520', '5808311', '14273645']"
2431098,"['1081122', '1083424', '6386826', '945806', '6147356', '833542', '6292236', '6292235', '6802933', '401862', '6796647', '2580043']"
16562075,"['14436835', '13117816', '13956365']"
4574696,"['4919744', '4919749', '4399341', '4570607', '4345920', '14273650', '4942756', '4559741', '4630612']"
172531,"['49421', '16742812', '6033576', '5058962', '5579652', '14225256', '241998']"
1107317,"['5646621', '4928015', '4576014', '4196248', '1097390', '4942764', '4595202', '4214778', '4918356', '4552226', '1080132', '1092649', '4336689', '4945199']"
141933,"['5676929', '4222988']"
4608710,"['4583247', '4576230', '14047235', '4591961', '4728274', '4333375', '4943172', '4912521', '4336693', '4583254', '4597453', '4600786', '4597451']"
331321,"['4351810', '4275652', '4982358', '1101266', '1092658', '4928006', '4591961', '1097392', '1092645', '4597451', '13987374', '4360543', '4712575', '816785', '13939962', '1090602', '5288365']"
193098,"['1260175', '184464', '4372600', '5046147', '5352046', '14225256', '13913207', '1119538']"
6960360,"['127827', '6987662', '4530317', '186639', '6933476', '307006', '624905', '191642', '6966402', '6943570']"
5499794,['6023963']
13702406,['13731716']
6090646,"['6273550', '4850387', '14222810', '6943544', '1119538', '5494227', '942401', '1087642', '6267261']"
5058962,"['5549097', '13981351', '4391039', '14060445']"
1726797,"['2558167', '1707970', '5579661', '2842491', '7441553', '2451500', '7378065', '2451020', '2561788', '2558168', '6379151', '2484210', '2484209', '1653320', '1715916', '2458453']"
5271748,"['14074387', '5327904', '4902384', '13952722']"
2537618,"['6274318', '6797402', '6287217', '5315962', '4736534', '192195', '228058', '3545185', '6185958', '3435459']"
4590485,"['4887520', '4399341', '4887519', '4591470', '4583203', '4323966', '4591481', '4895537', '4570607', '4879237', '4919744']"
4966827,"['14340090', '14340088', '14342506', '4961416']"
4225884,"['16562076', '14340090', '13376638']"
4161820,"['5829754', '14162533', '4159050']"
4590489,"['4099097', '5277075', '13549500', '4923077', '4314476', '4576401', '4941569', '4941570']"
1327760,"['2557001', '204299', '1016244', '949336', '230821', '2851981', '219849', '6293467', '3034602', '2543975', '2840891', '3036081', '1323838']"
6016896,"['13702406', '14329463']"
4574693,"['4901355', '4940379', '4273171', '4591481', '4338582', '4559599', '4887519']"
19871085,"['19870523', '19870729', '19871000', '19870976', '19870803']"
1092668,"['4275310', '4897112', '14047235', '4590480', '4942762', '14292991', '1089631', '14273641', '14047236', '1093180', '14273640', '4943172', '1090570']"
7204482,"['162790', '315987', '102729', '299880', '416168', '811750', '150426', '126270', '273062', '701363', '701364']"
2644235,"['388427', '2851999', '202957', '2995326', '6441888', '3472237', '6777369', '3463996', '7190385', '3558321', '228058', '3045077']"
7001464,"['4267065', '13913207', '4333358', '14069792', '4850387', '4566524', '307249', '13981351', '193098', '288060']"
19870915,"['19870463', '19870707', '19869520', '19870148']"
6951196,"['1142475', '938474', '212599', '1016244', '949336', '88048']"
4262347,"['5774266', '5697984']"
1097392,"['4273171', '4929867', '4879237', '4942914', '4574693', '5337773', '4576403', '1092658', '4945192', '4360543', '4560065', '4869213', '4902384', '4275310', '4945194']"
3469643,"['3463996', '6262521', '6270369', '269380', '353736', '3036064', '3467361', '8039', '3863100']"
19870324,"['19868829', '19869620', '19869937']"
19871385,"['19870854', '19870729', '19871177', '19870999', '19870432', '19871016']"
19870707,"['19870148', '19869450']"
5829755,"['14021124', '13889151']"
6603873,"['5765859', '299886', '6802933', '11526827', '1083424', '18220', '14284779', '6984069', '401862', '7431249']"
4814896,"['5086899', '4400052', '5002629']"
4374890,"['4566474', '5080705', '4362915']"
4580559,"['14273640', '14273641', '14273645', '4937784', '4942764', '4399342', '5337773', '4939760', '4397929']"
802513,['1156392']
13828388,"['13109153', '13449101']"
3208738,"['202957', '7236202', '6262521', '3558321', '6278417', '6300662', '6292456', '938474', '6138708', '3472237']"
4447125,"['5080705', '4366245', '4362915']"
6158548,"['315990', '304881', '418074', '92524', '103883', '1254641', '650151', '567240', '1117030', '309919']"
4214778,"['4912520', '4935326', '4914069', '5764338', '4590480', '4901361', '4728274', '4929855', '4196248', '4928015', '4919749', '4583233', '4919748']"
4181538,"['14461382', '13743575', '13664676', '14164478', '5662582']"
19869450,['19869425']
2458453,"['2443667', '2413915', '3827851', '192082', '2451020', '2834737', '6089758', '1082506', '3499139', '24736', '5352046', '2457088', '5579661', '6379151']"
4945192,"['4907880', '4912521', '4895215', '4907879', '5327904']"
5327904,['5322723']
16742541,"['13376638', '14381435', '14340090', '6048801']"
305462,"['1141379', '167099', '58959', '233910', '618900', '1254641', '627836']"
4357615,"['4558009', '4355374', '4351807']"
4984428,"['14907624', '14907625', '5225522', '5238663', '13117816']"
13998480,['13664677']
4391039,"['5340539', '13913207', '6033576']"
5523966,"['14022799', '13664677', '4323748', '13720937', '4168098', '4161820', '4181538']"
13376638,['13011275']
4196248,"['4570769', '4887520', '4945199', '5764338', '4912520', '4929855', '4901361', '4982358']"
1100605,"['4399341', '4553849', '1097390', '4606553', '14273650', '1089638', '4167587', '1097416', '4345920', '4887520', '4560065', '1090584', '1092658', '4887519', '4360543', '1089634']"
6943570,"['282607', '6933459', '4209578', '164667', '1266944', '4255415', '5289385', '38260', '1054823', '171281', '6787602', '629753']"
4850387,"['16742833', '4783096', '16742811', '5129269', '5806399']"
1080129,"['5307809', '14795439', '4648821', '5576664', '4544056', '4539638', '4541554', '4538858', '4178111', '4264646', '4200650']"
803568,"['5288382', '4810778']"
4530310,"['4636395', '4211166']"
6615425,"['621786', '486120', '266726', '7283980', '7236203', '11783', '999652', '7236202']"
4572720,"['4943172', '4919748', '4919749', '4555412', '4929855', '4901361', '5764338']"
4646291,"['5430788', '4181572', '13398974', '4110183', '4566193', '14058267', '14113076', '4559193', '13035721']"
1156396,"['5806399', '5046147', '13938025', '5549097', '5472171', '4722896']"
238033,"['5449121', '13913207', '5316143', '5812469', '5073238', '5844381']"
14367679,"['19871373', '19870855', '19868943', '19870210', '19869937', '19871093', '19870621']"
2457088,"['6090645', '5073238', '1082506', '5046147', '6090649', '2443667', '1119538', '1087642', '3082623', '6090646', '2413915', '2900892', '2451020']"
8096358,"['1598904', '2035527', '5312521']"
14340088,"['13221780', '14381435']"
4278548,"['13938025', '4267065', '4942408', '4550608', '5126640', '4347251']"
8503874,"['6090649', '5129269', '564692', '5765859', '6087800', '6418245', '5812469', '1318023', '179091', '2448800', '322137', '4566524', '143664', '13938025']"
770450,"['1090571', '5808311', '1097424', '172901', '1097396', '4994599', '4895215', '1090570', '14074387', '4576403', '1092658', '1100606', '1097392', '4869215', '4528605', '125745']"
13710681,"['19869058', '18873865', '19869937', '13575674', '14367679', '14367678', '13710679']"
179525,"['672', '13697429', '4377217', '5775846', '4150652', '5656397', '4149273', '4399517', '1098659', '4156832']"
5503866,['4291442']
5664206,['6035644']
4941569,"['14436835', '4889268', '13700047', '4923077', '4099097']"
6318654,"['575041', '6185958', '88048', '6284707', '802513', '7115317', '6777369']"
1314568,"['6779811', '3036081', '2557001', '2840891', '2543975', '230821', '597231', '6274318', '949336', '3140780', '2851999', '3036064']"
13998479,['13664676']
4943172,"['14273640', '14273641', '5646621', '4887520']"
1101264,"['4604763', '1089631', '4572708', '4333375', '1097390', '4908671', '4275310', '4942764', '1094455', '4942762', '4572721', '125265', '4565531', '4597453', '1094466']"
1772710,"['2967087', '2803869', '6626399', '2337492']"
5289036,"['4160443', '13930142', '5413326', '4163363', '4162733', '4176227']"
4895215,"['14273650', '14273640', '5337773']"
4930242,"['5322723', '4918356', '4919748', '4867745']"
7189657,"['13664676', '14164478', '4161820', '14795438', '13761024', '1165110', '5639361', '5766053', '13398971', '5639362']"
4675201,"['4538858', '5136466', '4110183', '4169739', '5428856', '5083460', '5570677', '4648821', '5021704']"
3094626,"['5312521', '7427299']"
350851,"['4555412', '1097424', '4712575', '4598002', '4879237', '4907879', '4368323', '1092669', '770430', '4604763', '1090602', '1105581', '1090570', '299457', '816785', '5288365', '331321', '791929']"
5639362,"['14245436', '16992299', '16992298', '16992297']"
6700595,"['267930', '191809', '486120', '11783', '6797402', '62360', '4205351', '6656760']"
4591486,"['4982358', '4860908', '5327904', '4550672', '4891262', '4928006']"
6373250,"['6797402', '266704', '6370241', '6860309', '6319760', '6656760', '6933549']"
6270369,"['73183', '978798', '1093178', '1060124', '803566', '6262521', '228058']"
13930142,"['13761024', '14795438']"
4563969,"['4553849', '4919744', '4945194', '4399341', '4942764', '4591481', '4937784', '4559741']"
6460776,"['357438', '299880', '701363', '1097576', '1141379', '1113066', '103883', '1202019', '6893451', '6457076', '6968339']"
3921554,"['1097576', '344328', '6183279', '6833366', '6257726', '117075', '6309861', '925079', '3884631', '92524', '7350172', '6229546', '7251647', '6815205', '1244421']"
4271644,"['13376638', '4314476', '14898034', '14340090', '4341704', '14342506', '5679365', '13416309']"
19869169,['19869100']
6068183,['5338806']
5126640,"['14041948', '14228505', '14206424', '4102003']"
786400,"['1184752', '169697', '5771189']"
5310138,[]
4151898,"['4250239', '5129269', '4508336', '4200724']"
1339284,"['3838468', '7236203', '228058', '7240', '3558321', '2829834', '2025221', '291909', '3010323', '2025220', '187173']"
457750,"['172515', '1083421', '201645', '618900', '1202020', '273062', '53265', '1202019']"
3994912,['7041938']
4515925,"['4343823', '4323966', '4887520', '4887519', '4919744', '4336696', '14273650', '4351810', '5271748', '4515610']"
4333375,"['4869215', '4942764', '4256722', '4912521', '4323297', '4928016', '4897112']"
13022850,"['19871342', '19870326', '19871487', '19871314', '19870480', '19870915', '19870377']"
6984069,"['5767880', '6033576', '4868186', '1082506', '5046150', '14284779', '5352046']"
2412224,"['6787602', '7076844', '1054823', '6966402', '4814897', '4558009', '10605441', '4340975', '286325', '6945600', '6087354', '6584925', '6787609', '6191326', '6572380', '6237366']"
3443812,"['441994', '6830716']"
5808311,"['14124314', '5237898']"
1080132,"['4587255', '4717511', '4604144', '4583233', '1090584', '4207756', '1091928', '4728274', '4919748', '4343823', '4590480', '4928015', '1090570', '5646621', '4919749']"
6050103,"['14245436', '5943000', '5941664']"
2959280,"['7431249', '6089758', '6952258', '4783095', '6310590', '7264996', '3026311', '14206424', '6943544', '6273550', '54920', '6572915', '2948490']"
170607,['4810778']
6480698,"['1097576', '6460776', '7061598', '1117030', '115892', '571893', '7419598', '344328', '1113066', '6681817', '6183279']"
192195,"['1220686', '1156392', '8039']"
19499,"['171281', '4715955', '5289362', '4362915', '5049426', '4133056', '4814897']"
14077507,['13894677']
14047235,['13952722']
14946331,"['19870362', '19870257', '19870707', '19871581', '19871354', '19869404', '19871342']"
13785271,"['19870707', '19868829', '13439112', '19871314', '19870979', '19871581']"
4579004,"['4621686', '5968974', '5288387', '4576401', '4934520', '4554536', '4394455', '4343963']"
1124800,"['4255415', '4530317', '6035644', '4689513']"
180982,"['5122805', '4399518', '4357711', '171661', '5996', '782444', '4331255', '179533', '179532']"
19871479,"['19870999', '19870384', '19871084', '19870854', '19870729', '19871385']"
209453,"['186037', '803568', '204299', '999652', '200917']"
4155073,"['4177737', '4569407', '4889268', '13376638', '4277624', '4934520', '4590489', '5238663', '4267535']"
5774266,['5697984']
19869648,"['19869454', '19869455']"
311382,"['1119538', '24736', '174544', '238034', '1260175', '564692', '13621406', '306839']"
3722386,"['7358851', '71738', '3156882', '629753', '7193688', '171281', '2991848', '6960360', '7076844', '2989820', '4362915', '6095298', '291068', '6943570']"
5639361,"['14113076', '16992298', '16992299', '16992297']"
2992941,"['191639', '70433', '4426911', '38260', '6089177', '6412737', '6068183', '7358851', '6572380', '288080', '1266944', '169293', '6087354']"
2000403,"['949336', '7191691', '3421948', '6441888', '3010323', '6138708', '61588', '3753440', '6373250', '2557001']"
4153028,"['4312544', '4941570', '4341704', '4590489', '4270946']"
13319380,['13109154']
19870598,"['19869072', '19870029', '19869332', '19870479']"
13959531,"['13463248', '19869011', '13598814', '19871418', '19871420', '18143584', '13824817']"
6615424,"['6956912', '486087', '6180296', '7283980', '999652', '11783', '7236202', '7236203']"
6787609,"['299747', '6893455', '6987652', '166094', '288080', '186639', '5527240', '1266944', '186640']"
6199739,"['6291060', '266704', '621786', '6138708', '1016244', '6700595', '273225', '486120']"
5002629,['5338806']
19870480,"['19870465', '19869332', '19869072']"
13743575,['13035721']
6292236,"['299886', '6749861', '6802933', '6264018', '1127019', '1081122', '945806', '6796647', '833542', '1003106']"
4868186,"['14228505', '14284779']"
7240,['10793698']
4935321,"['4919744', '4928006', '4867745', '14292991', '4926684']"
5579652,"['4900611', '4250239', '5352046', '14208357']"
424306,"['803566', '1093178', '4610567', '273225', '886649']"
15938047,"['6292456', '4530310', '4329561', '4205351', '228058', '1060124', '3838468']"
5122805,"['4099097', '4884823', '13828388', '4180008', '5551637']"
1097424,"['4908671', '1092645', '1092653', '4975368', '4879237', '1092669', '4214778', '4583233', '1092671', '4604640', '4604597', '4601583', '4914069', '1090576']"
13631208,"['13438910', '13192314']"
19869100,['19869011']
4902384,"['4887520', '4869213', '5327904']"
172901,"['4587605', '4604639', '4860908', '4867745', '1097396', '1089634', '4942914', '4600786', '125265', '4928006', '1094455', '4553849', '1092653', '13939962', '4574693', '1092652']"
16592748,"['4982358', '379866', '4273171', '762025', '4869214', '1054851', '4555406', '5288365', '350851', '14329463', '816785', '4874304', '4550818', '331321', '361693', '4559599', '96092']"
16562076,"['13631208', '13109153', '13956365']"
1003105,"['1083424', '1081122', '1127019', '1109230', '945806', '1092700', '233974']"
19871558,"['19870386', '19870855', '19870148', '19871491', '19871355', '19870978']"
14195622,"['14898035', '13449101']"
3927292,"['6370241', '6300662', '708376', '6165999', '3838468', '802513']"
19869332,['19869072']
1904293,"['314510', '5316143', '238033', '2884101', '4783095', '238034', '5806399', '7182478', '4900611', '4227212', '3479980', '6090649', '5579661', '4566524', '6984069', '6418245']"
838773,"['4329562', '11783', '1008844', '1150746']"
2984924,['5310137']
5324224,"['13698150', '14068394']"
14454675,['13733733']
19871042,"['19870999', '19870729', '19870740', '19870932', '19871016']"
4892367,"['13700047', '13697429', '13514006']"
1093171,"['1090571', '4942764', '4397929', '4604639', '4869215', '4583254', '4555413', '4555414', '4364333', '4912521', '14205619', '4580559', '4550819', '4515925']"
4328755,"['5288387', '5920196', '4918633', '14188732', '5968974', '5411753']"
6267261,"['4347251', '6247487', '5046150', '4850387', '1082506', '24736', '5046147', '14228505', '7378065', '1087642']"
1092700,"['5865937', '4982085', '5685862', '5688926', '233974', '1109230']"
3472237,"['388427', '191809', '6956912', '6108560', '3010323', '6318654', '88048', '6287217', '6777369', '6441888']"
5435498,"['4307717', '5822063', '13438910', '13885712', '4180008']"
6035643,[]
534522,"['942401', '4102003', '942402', '5013594', '49421', '564692', '191471']"
4386876,['14106120']
5685862,"['5844381', '13990905', '5688926']"
5655106,"['4163363', '13398971', '14113076', '4168369']"
53265,"['167099', '1141379', '1113066', '1097576', '126270']"
14340043,"['19870384', '19870090', '13406175', '19871355', '19870386', '19870326', '19869620', '13303998', '14033865']"
6283171,"['6262521', '424306', '5315962', '6270369', '88048', '6278417', '228058']"
6611404,"['24736', '7320872', '1156396', '5765859', '6418245', '6604805', '18220', '7182478', '7310735', '5046147', '5046150']"
8460636,"['2035527', '3362861', '6716424']"
241998,"['5073238', '14225256', '6033576', '5352046', '4327463']"
6787607,"['388439', '1054823', '204932', '641158', '4290983', '16749142', '181401', '127827', '269439', '186639', '6966402']"
154888,"['4404057', '17116', '14342506', '13828388', '5288387', '4315932', '4268097', '139891', '4277624', '4170712']"
13575668,"['19868829', '19871418', '13539304', '19870621', '14392237', '13022850', '13022851', '13367334']"
4783096,"['5656394', '13621405', '5765859', '4900611', '13621406']"
4211166,"['4519652', '4747985']"
3415873,"['6626399', '7459162']"
4598005,"['4273171', '4563969', '13894677', '4359647', '4887519', '4583233', '4935326', '4887520', '4574693', '4591943']"
803566,"['4211166', '4636395']"
6185958,"['202957', '803566', '6956912', '6270369', '6262521', '269380']"
6294326,"['6283171', '424306', '202957', '6262521', '1093178', '228058', '6270369']"
5541530,"['4895537', '4898984', '4912521', '4908671']"
4351807,"['5288762', '4340975']"
1097390,"['4580569', '4587600', '1090584', '4902384', '4559741', '4937782', '4590473', '4359651', '4627928', '4591481', '1089634', '1092658', '1092652', '4630612']"
13192314,['13109154']
5212354,['4291442']
4942760,"['4912521', '4860908', '4901361', '4898984', '4869214']"
5534450,"['5766053', '13720937', '13758074', '13758073', '6034749', '14247718', '4927595']"
2511993,"['14206424', '6093775', '4333037', '143664', '6943544', '4278548', '6984069', '4333358', '2959279', '2650680', '1082506', '2959280', '3138987']"
4290983,['16749142']
1105581,"['4336696', '4323966', '1092652', '4935321', '4574693', '4590486', '4919744', '1054851', '1092669', '4898993', '4576403', '4368323', '4570769', '4576014', '4559599', '1092653', '4934065']"
19870479,"['19868829', '19869072', '19869332']"
3924747,"['182722', '4962241', '4981709', '14209913', '5913303', '6350361', '5289236', '6033529', '932212']"
5449121,"['13621405', '5767880']"
102729,"['925079', '172515', '811750', '1083421', '701364', '53265', '305462', '299880', '416168']"
418074,"['650151', '304881', '144139', '162790', '172515', '126270']"
4587255,"['14124314', '4929855', '4887519', '4555412', '5322723', '4887520', '4632321', '4559599', '4583233', '4935326']"
2025222,"['3814093', '2000403', '3566712', '11783', '2120042', '3896234', '7236202', '7283980', '6615424', '7236203', '6615426', '999652', '6615425']"
299880,"['1097576', '1083421', '1141379', '1113066', '126270', '58959']"
4359941,"['5307809', '4959010', '4123687', '4864671', '4323748', '13761024', '4104294', '4693654', '4335444', '4349948']"
5920196,"['14340090', '13376638', '13697429']"
1064875,"['1093178', '4211166', '4530310']"
4347245,"['4942764', '4565539', '4945194', '4891262', '4887519', '4336693', '4887520', '4563969']"
4566193,"['14209913', '13398971', '4962241', '4920597', '5766053', '5942999', '4295331', '13814573']"
3486656,"['5494227', '7378065', '6604805', '3931630', '6093775', '942401', '306839', '942402', '1068456', '2994073', '4084229']"
169226,"['4884824', '4150649', '1090592', '4554536', '4314476', '13700047', '4250610', '4373740', '4993325']"
5165532,"['14324118', '4222988']"
6893451,"['416168', '925079', '775014', '7372714', '1254641', '311808', '1141379', '7350172']"
5428856,"['5645848', '5639362', '5639361', '16992298', '16992299', '16992297']"
174544,"['4722896', '14041948', '5046150', '5316143', '5494227', '1156396']"
5686003,"['13549500', '4961416', '5679365', '13885712']"
14203364,"['13631207', '13438910', '13999359']"
629745,"['849260', '7240', '186036', '1008844']"
6418245,"['4722896', '13938025', '1068456', '20499', '4333358', '184464', '6033576', '4900611']"
4606851,"['4895215', '4275310', '4945194', '14205619', '4273171', '4576014', '4559594', '4887519', '4902384', '4887520', '4937782', '4587255']"
2825654,"['4210210', '17386', '2959278', '3827851', '1147905', '14069795', '564692', '2884101', '2820378', '12754', '2451500', '54920', '167718']"
2994073,"['6033576', '6090649', '14060445', '1068456', '6525174', '5579661', '4900611', '5549097', '6572915', '6093775', '4227212', '6089758']"
4612002,"['4919744', '4912520', '5327904', '4945181', '5288365', '4930242', '4604508', '4574689', '4937782', '4577747', '4608700', '4126826', '4616943', '4590465']"
184464,"['6033576', '14225256', '5579652', '241998', '238034', '172531']"
19868829,['19868761']
4600786,"['4923076', '4333375', '4590486', '13939962', '4256722', '4579870', '4574693', '4945194', '4583237', '4559593', '4591961', '4564210']"
14069795,['13914195']
4399517,"['5775846', '5129266', '4314476', '4177737', '5679365', '4966827']"
6934537,"['191642', '171657', '191640', '307007', '71738', '6933476', '313568']"
6938979,"['38260', '186640', '4262347', '1262475', '388439', '299747', '268636', '328516', '186639']"
19870432,"['19870377', '19870384', '19870335']"
14225256,"['13913207', '13938025']"
13664676,['14795439']
401862,"['1092700', '945806', '1109230', '233974', '1003105', '1083424', '1081122']"
4598306,"['14436835', '4150811', '4590489', '4583021', '4579004', '4343963', '4587250']"
3479980,"['3499139', '2451500', '6090649', '6332622', '5046150', '6525174', '6273550', '3931630', '2820378', '3026359']"
1003106,"['1127019', '1083424', '233974', '1109230', '1092700', '1081122', '945806']"
2144990,"['2803869', '566107', '2967087', '6800388']"
19870362,"['19869449', '19870257', '19870148']"
361694,"['4583254', '4942762', '4907880', '4559593', '410019', '1090602', '1092652', '4167587', '4929867', '4338582', '299457', '816785', '791929', '5288365', '331321', '350851']"
4566524,"['4333358', '4900611', '5016949', '13938025']"
2713248,"['7041938', '3954946']"
4106490,"['5859021', '5579661', '13938025']"
5289010,"['13398436', '5225522', '4307717', '5340507']"
4209515,"['4591486', '4352176', '4273171', '14077507', '4874304', '4717517']"
1097416,"['4604640', '4919744', '14273650', '4587256', '4923076', '4515925', '4908671', '1092658', '4583203', '4891262', '1089638', '4887520', '4887519']"
453335,"['5046150', '18220', '5579652', '4850387', '4783096', '25652', '4267065', '5129269', '920777']"
6225428,"['1124800', '204932', '5664206', '388439', '6273845', '7258300', '566280', '186640', '6460044', '5289385', '186639', '7354135']"
6166621,"['144139', '172515', '7191427', '1083421', '701363', '7358795', '7350172', '416168', '701364', '201645']"
3033642,"['2434949', '4255415', '6975347', '191640', '6572380', '4944625', '1262475', '191642', '4530317', '6960360', '6310559', '6790574', '6193516', '6187012', '3494192']"
3756040,"['6626399', '6689924', '7459162']"
14946330,"['19870257', '19871354', '19870979', '19870978', '19870855', '19871581']"
4945191,"['4942764', '4926690', '4994599', '4167587']"
6209287,"['7096442', '6457076', '92524', '6681817', '6158548', '299880', '6799523', '6166621', '7191427', '6480698', '618900', '6977612', '6736130', '6749866']"
19870854,"['19870544', '19870432', '19870740', '19870729']"
2843568,"['6945600', '3722386', '6089177', '6208557', '3529084', '2434949', '313568', '7358851', '7076844', '2989820', '6630524', '291068', '3278316', '3282240']"
4551145,"['4930242', '4902384', '14329463', '4874304', '19867218', '4934061', '5322723']"
